gmap_id,nombre_restaurant,id_estado,valoracion_promedio
0x88545f66c1e46599:0xf5da3cc04d641311,The Old FarmHouse Buffet,NC,4.7
0x88d9a85e5f32e4df:0x4a87096dd7dcf6d1,Oh Ceviche,FL,4.6
0x88daefb2134cf88b:0x4c8f41f501648f5c,Kretch's Restaurant,FL,4.4
0x88f4f71d555fad6d:0xf075487b08d292bf,Pacific Deli,GA,4.1
0x89a9f36e66056817:0x35458f2eec8a5841,Port Land Grille,NC,4.4
0x89b7bcf4ef7ca843:0x24e27543a88880b1,Captain Peter's Seafood,MD,4.2
0x889483342f7c4a0d:0xf617f34b4259f7a6,Rodeo's Steak Pit & Seafood,FL,4.3
0x89b62d211d9c4d23:0xdf79987368d9e806,Rook's Corner Restaurant,MD,4.1
0x88dae3d437f62c5d:0x3876a30650cfb9d2,Bamz Restaurant,FL,4.6
0x89b6560db26d328f:0x25b4cc885ee22d07,Popeyes Louisiana Kitchen,VA,3.7
0x89b7c1c22584d38b:0xfc68d70d47701298,Sea Star Restaurant,MD,4.0
0x884e2d18768498b1:0xdb9f7e0f5804aa96,Long John Silver's,VA,4.0
0x8890bf4bf1bbdee1:0x27df2ec6d8481bc1,Favor Flavor Seafood Restaurant,FL,4.2
0x89ace3b54749b56d:0xfc34d5b2fa6c6ce9,Blue Stingray Seafood Restaurant,NC,4.3
0x89ac58459a629dbd:0x6ed7c989de8ba25d,Kamado Grille,NC,4.4
0x88e8a3e880ad2f43:0x9e73cf56abe89074,BJ's Seafood,FL,4.7
0x8893ee1e836a3f07:0x259ddb2dba131a5a,Caliza Restaurant,FL,4.6
0x88c2f762135c2ea1:0xfa7a318ae02791f6,Clearwater Oyster Company,FL,4.5
0x89b76319b62b4e39:0x7d954f704b720b35,Bugeye Grill,MD,4.3
0x88f62702b77a931d:0xfd2fd83383af13fe,Booty's Fish House,GA,4.3
0x89b7c40b00c326ef:0xe1bdf96f6ffc6575,Eddie's Cafe,MD,4.0
0x88569fe7cf3bed15:0x4c9e6463d82c236d,Southern Pecan - Gulf Coast Kitchen,NC,4.5
0x8856a178f7d202ab:0xe8f334551588eed1,Baltimore Crab Cake Co.,NC,4.8
0x89b7c77e8d56042d:0x7e7239545292ea65,Miller's Ale House,MD,4.3
0x88f50334a806f5d1:0x2bd1ce9e276b03f7,Crab Shack Atl,GA,2.6
0x89b63d0b5887b879:0x5d5c12c4333d5bf3,"Sakura Japanese Steak, Seafood House & Sushi Bar",VA,4.3
0x89b2174c14b8d3f9:0x5143fe00c426de7e,Moe's Italian Restaurant,VA,4.2
0x88fb8908a3f5f1d3:0x850b8749912e1d80,Sebastion's (Formerly Known As Sigler's Seafood & Steak),SC,4.6
0x88fe71d9c1070cbd:0x2910ea6e8f9db778,"Alchemist Beverage Company & Market - Wine, Spirits, Beer, and More on Johnnie Dodds",SC,4.7
0x88f95d204f6b3547:0x5300dadf3cebd42a,Boss Seafood,SC,4.3
0x88557670db9a37d1:0x649e4720b89b0b44,Captain D's - Permanently Closed,SC,4.2
0x8858306317dbe883:0xf867465504783796,Mariscos Los Delfines,SC,4.6
0x88fe509de6b67a51:0xe527e6daf9c79346,Hidden Cove Restaurant,SC,4.4
0x88f43595c3d1065d:0x8106c1ca3d6d8254,Neely's Restaurant,GA,3.5
0x88915eb3c960ea19:0x97b5030637f120a9,Agave Azul Mexican Cuisine,FL,2.9
0x89b7a571fa0f8227:0x8c21b6ae217bde5e,S & S Seafood,MD,3.9
0x89a890ead43752d3:0x70b445ba437a5d0b,Aqua Restaurant,NC,4.6
0x89b7fd40ea90f4a7:0xa708b2aee9a43cd5,The Good Stuff Wings and Seafood,MD,4.5
0x88fb755bb170aeed:0xa23bd16dbe4fc874,King Cajun Seafood,GA,4.2
0x89c80f4287434ecb:0x7b97fb33a2337c26,Colin's Seafood & Grill,MD,4.5
0x88dd7f9cdd1577e1:0xd9c656aef88d79cb,Snack Shack,FL,4.0
0x88d9b7ae4cac0e47:0xc0fb845d06160e78,Farolito Restaurant,FL,4.3
0x88db02ada4b90241:0x3fedcb077aae1384,Aji Limon Peruvian Kitchen Naples,FL,4.4
0x88d9e194bb0dab77:0x40dfdd0d9053e7e4,Krab Kingz FLC,FL,4.7
0x88f7fb5a6f5df57b:0x8747e0ec0cae2476,Theo's Deli & Seafood,SC,4.3
0x88d1b1771251fb5d:0x7da2d71d45c266d,Rusty Anchor,FL,4.2
0x89c9e7dc208cce6f:0xae8f15a66b54ce,JB Seafood,MD,4.7
0x89b7c775b9498293:0xa453b0b89ee0666,Potomac Fish House,MD,4.4
0x88f4e364bee79f67:0x639fa8addd7fa14f,This Is It! BBQ and Seafood (Old National),GA,3.5
0x88f4fb61661332f5:0xbcb962a11cdc6649,New Orleans Seafood,GA,4.5
0x88f45bec7d7cd225:0xc7baf0cd6c7b522e,Steven's Fine Food,GA,4.3
